Candidate ID,Name,Job Description,Experience,Skills,Education,Score
99,Candidate 99,lead generator experienced in cold outreach and crm tools,Senior Game Developer at GamesTree (Feb 2024 to N/A)  | Senior Game Developer at Gamivision (Jan 2023 to Jan 2024)  | Senior Unity Developer at NiBG (Apr 2022 to Jan 2023)  | Senior Unity Developer at Wangard International (Oct 2020 to Mar 2022)  | Associate Unity Developer at ai-logica (Sep 2019 to Oct 2020),Android|Mobile Games|C#|iOS|Unity,Not Provided,16.2
100,Candidate 100,lead generator experienced in cold outreach and crm tools,Quality Assurance Automation Engineer at HealthVerity (Jul 2023 to Jul 2024)  | Quality Assurance Automation Engineer at ID.me (Mar 2021 to May 2023)  | Information Technology Operations Specialist at Fusion Connect (Jan 2020 to Dec 2020),Not Provided,Bachelor of Science Information Technology at George Mason University (N/A to Dec 2020),10.8
101,Candidate 101,lead generator experienced in cold outreach and crm tools,Senior Software Test Engineer at GraphicWeave / Reldyn Tech Pvt (Mar 2023 to N/A)  | Quality Analyst at Srinagar Technology Consultants (Jan 2020 to Mar 2023),JavaScript,Cs Engineering at University of Kashmir (Mar 2017 to Mar 2021)  | Cs Engineering at University of Kashmir (Apr 2014 to Apr 2017)  | Master Computer Applications at srinagar jammu and kashmir (N/A to N/A),7.8
102,Candidate 102,lead generator experienced in cold outreach and crm tools,Quality Assurance Specialist at CondoConta Bank (Feb 2020 to Apr 2024)  | Quality Assurance Consultant at Beetools (Dec 2018 to Feb 2023)  | Quality Assurance Consultant at Wellzesta (Jul 2018 to Sep 2021)  | Qa Lead at PSafe Brasil (Jun 2013 to Jun 2018)  | Game Tester at Quepasa (Jan 2012 to Jan 2013),Not Provided,Bachelor'S Psychology at University of Caxias do Sul (Jan 2018 to Jan 2023)  | Technology Degree Digital Games and Technology at Pontificia University of Paraná (Jan 2012 to Jan 2013),27.53
103,Candidate 103,lead generator experienced in cold outreach and crm tools,Quality Assurance Engineer at Kreatesell (Mar 2024 to N/A)  | Quality Assurance Engineer at Zealight Innovation Labs (Dec 2022 to Mar 2024)  | Quality Assurance Engineer at SkillUp Africa (Oct 2020 to Dec 2022)  | Frontend Developer at Occupational Safety Consultants (Feb 2020 to Aug 2020),Not Provided,Bachelor of Science Environmental Biology at Adekunle Ajasin University (N/A to Dec 2018),13.8
104,Candidate 104,lead generator experienced in cold outreach and crm tools,Software Quality Assurance Engineer at TalentNow (Jul 2023 to Oct 2023)  | Technical Support Agent at NRTC (Jan 2023 to N/A)  | Software Quality Assurance Engineer at Freelance (May 2022 to N/A),Not Provided,Not Provided,9.6
105,Candidate 105,lead generator experienced in cold outreach and crm tools,Senior Recruiter at SOLVO GLOBAL (Jan 2022 to N/A)  | Sales Representative at CONTACTPOINT 360 (Aug 2021 to Jan 2022)  | Sales Rep at TELEPERFORMANCE - BDR (Aug 2019 to Aug 2021),Microsoft Excel|Sales|Market Research|Business-to-Business (B2B),Civil Engineer at University of Carabobo (Jan 2009 to Dec 2014),9.6
106,Candidate 106,lead generator experienced in cold outreach and crm tools,Software Quality Assurance Engineer at Mensa tech (Sep 2022 to N/A)  | Senior Sqa at No Borderz Innovation (Jun 2022 to Sep 2022)  | Senior at SQA Narsun Studios (Oct 2021 to Jun 2022)  | Senior at SQA Mindbotixs (Dec 2019 to Nov 2021)  | Quality Assurance Engineer at Highlogix PVT (Dec 2018 to Dec 2019),Not Provided,Bachelor Software Engineering at COMSATS Institute of Information Technology (N/A to Dec 2018),16.8
107,Candidate 107,lead generator experienced in cold outreach and crm tools,Qamanager at Esensi Solusi (Mar 2023 to Apr 2024)  | Tester at Evren (Feb 2023 to Aug 2023)  | Qa Lead at Brick (Sep 2022 to Dec 2022)  | Qamanager at Alto Network (Jan 2022 to Sep 2022)  | Quality Assurance Engineer Manager at Alodokter (Oct 2019 to Dec 2021)  | Qa Lead at Alodokter (Dec 2018 to Sep 2019)  | Qa Lead at Gameloft Indonesia (May 2015 to Nov 2018)  | Tester at  (Apr 2012 to Nov 2015),Not Provided,Science at SMA Negeri 1 Yogyakarta (Jan 2001 to Dec 2004),26.66
108,Candidate 108,lead generator experienced in cold outreach and crm tools,Business Development Representative at MASTERCRAFT (Apr 2024 to N/A)  | Demand Generation Representative at AMAZON WEB SERVICES (Sep 2022 to Apr 2024)  | Head of Growth at Colombian crypto (Nov 2021 to Jun 2022)  | Digital Content Manager at MÁS ALTO CAPITAL (May 2020 to Nov 2021)  | Indepedent Digital Consultant at MIND MEDIA. CLIENT: DROGUERÍA CRUZ VERDE (Feb 2020 to Jul 2021)  | Marketing and Coordinator at  (Oct 2015 to Feb 2020),Sales|Communication|Social Media|Oral Communication,"Marketing, Business and Development at IE Business School (N/A to N/A)  | Master Social Communication and Journalism at Pontifical Bolivarian University (N/A to Dec 2015)",23.13
109,Candidate 109,lead generator experienced in cold outreach and crm tools,Senior Unity Developer at Firebyte Games (Apr 2022 to Oct 2023)  | Full Stack Unity Developer at Upwork (Nov 2021 to N/A)  | Full Stack Unity Developer at T Games Software and Informatics (Mar 2020 to Jan 2022)  | Unity Developer at Safrantek (May 2019 to Mar 2020)  | Software Developer at Trinoks (Nov 2017 to May 2019),Android|Mobile Games|C#|iOS|Unity,Computer Programming at Istanbul Aydın University (Jan 2014 to Dec 2017),18.59
110,Candidate 110,lead generator experienced in cold outreach and crm tools,Not Provided,Microsoft Excel|English,Not Provided,0.6
111,Candidate 111,lead generator experienced in cold outreach and crm tools,Quality Assurance Engineer at Wildlife Studios (Sep 2021 to Oct 2022)  | Quality Assurance Specialist Associate at IBM Brazil (Mar 2020 to Dec 2021),Quality Assurance|Problem Solving|Attention to Detail|Defining Requirements,"Design and Games at Danki Code Academy (N/A to N/A)  |  Social Communication, Advertising and Marketing at Federal University of Acre (N/A to N/A)  | Bachelor Game Design at Anhembi Morumbi University (N/A to N/A)",7.2
112,Candidate 112,lead generator experienced in cold outreach and crm tools,Manual Quality Assurance Analyst at Opensponsorship (May 2022 to Jan 2024)  | Software Quality Assurance Tester at IT Expert Systems (Jan 2021 to Feb 2022)  | Tester at Business Technology Partners (Mar 2016 to Dec 2020)  | Production Support Analyst at Bunzl Headquarters (Jun 2015 to Feb 2016),Not Provided,Administration at Oakton Community College (N/A to N/A)  | Csm Certified Scrum Master at ScrumAlliance.org (N/A to N/A)  | Associate of Applied Science Computer Network and Systems at ITT Technical Institute (N/A to N/A)  | Certificate Sql Oracle Database Administrator at Oakton Community College (N/A to N/A),14.4
113,Candidate 113,lead generator experienced in cold outreach and crm tools,Quality Assurance Analyst at  (Apr 2023 to N/A)  | Tester at  (Mar 2019 to Apr 2023)  | Executive Office Case Specialist at Wells Fargo (Aug 2016 to Jan 2019),Not Provided,Not Provided,8.7
114,Candidate 114,lead generator experienced in cold outreach and crm tools,Senior Quality Control at  (Nov 2018 to N/A)  | Quality Assurance Engineer at Mapcity (Jun 2018 to Nov 2018)  | Software Quality Analyst at Groupon Latam (Jul 2017 to May 2018)  | Quality Assurance Engineer at Nubox (Jun 2015 to Jul 2017)  | Quality Assurance Analyst at Consorcio Bank (Nov 2014 to Jun 2015)  | Quality Assurance Analyst at Consorcio Bank (Jul 2014 to Oct 2014)  | Quality Assurance Analyst at Aligare (Jun 2012 to Jun 2014)  | Quality Assurance Analyst at Testgroup (Jul 2011 to Jun 2012)  | End to End Testing at  (Oct 2008 to Jun 2011)  | Quality Assurance Consultant at Testgroup (Feb 2007 to Jul 2021)  | Quality Assurance Engineer at Universidad de Chile (N/A to N/A),Quality Assurance|JavaScript,at Metropolitan University of Technology (Mar 2011 to Dec 2011)  |   at INACAP (Mar 2000 to Dec 2006),30.0
115,Candidate 115,lead generator experienced in cold outreach and crm tools,Test Analyst at IBM (Nov 2021 to N/A),Not Provided,Not Provided,2.4
116,Candidate 116,lead generator experienced in cold outreach and crm tools,Programmer at Zitro (Jan 2024 to N/A)  | Developer at Gaea Global Technology (Jun 2023 to N/A)  | Scientist at Master's Program (Nov 2022 to N/A)  | Unity Developer at VGMinds Tech Studios (May 2022 to N/A)  | Game Developer at Nukebox Studios (Aug 2017 to N/A),C#|iOS|Programming|Unity,at 2016Computer Science (N/A to Jul 2012),14.1
117,Candidate 117,lead generator experienced in cold outreach and crm tools,Quality Analyst at OneAmerica Financial (Sep 2022 to N/A)  | Quality Assurance Analyst at HSBC Bank (Mar 2021 to Sep 2022)  | Test Analyst at HCA Healthcare (Jan 2019 to Feb 2021),Microsoft Azure,Not Provided,9.6
118,Candidate 118,lead generator experienced in cold outreach and crm tools,Ios Tech Lead at Banco Modal (Oct 2019 to Dec 2022)  | Lead Mobile Developer at Maya (May 2013 to Sep 2013)  | Flash Developer and Developer at AgenciaClick Isobar (Dec 2010 to Oct 2011)  | Flash Developer at Sampa.ad (Apr 2010 to Dec 2010)  | Flash Developer at BG interativa (Mar 2010 to Apr 2010)  | Flash Developer at fri.to (Aug 2009 to Feb 2010)  | Flash Developer at Elleven Criatividade (Sep 2008 to Aug 2009),Not Provided,"Ios Developer, Objective C at iai? - Instituto de Artes Interativas (Jan 2011 to Jan 2011)  |  Web Designer, High School/Secondary Diplomas and Certificates at SENAC (Jan 2008 to Jan 2008)  |  Actionscript 3 Basic, High School/Secondary Diplomas and Certificates at Faculdade de Informática e Administração Paulista (Jan 2008 to Jan 2008)  |  Actionscript 3 Advanced, High School/Secondary Diplomas and Certificates at Faculdade de Informática e Administração Paulista (Jan 2008 to Jan 2009)  | Bachelor'S Portuguese, English Language and Literature at São Paulo State University (Jan 2005 to Jan 2006)",25.3
119,Candidate 119,lead generator experienced in cold outreach and crm tools,Engineer at ParallelStaff (Dec 2023 to N/A)  | Engineer at Able (Jan 2022 to Dec 2023)  | Senior Software Engineer and Engineer at BairesDev (Jan 2021 to Dec 2021)  | Senior Software Engineer and Engineer at Lojas Renner S.A. (Sep 2020 to Jan 2021)  | Senior Software Engineer and Engineer at Shell (Nov 2019 to Sep 2020)  | Lead Mobile Engineer at Ponderatti Tecnologia (Aug 2015 to Nov 2019)  | System Analyst at BRASILIENSE CARGO (Sep 2013 to Dec 2014)  | Junior Software Engineer at Ci&T (May 2011 to Sep 2013)  | Junior Software Engineer at Intercamp Sistemas (Aug 2008 to May 2011),Not Provided,Bachelor Computer Science at Centro Universitário de Brasília (Jan 2007 to Jan 2011),33.53
120,Candidate 120,lead generator experienced in cold outreach and crm tools,Senior Software Engineer at Embrace (Mar 2022 to N/A)  | Senior Software Engineer at Ring (Oct 2020 to Feb 2022)  | Senior Software Engineer at Medallia (Dec 2019 to Sep 2020)  | Software Engineer Ii at Medallia (May 2017 to Nov 2019)  | Semi Senior Software Developer at Despegar.com (Oct 2015 to Apr 2017)  | Junior Software Developer at Despegar.com (Apr 2014 to Sep 2015)  | Trainee Software Developer at Despegar.com (Jul 2013 to Mar 2014)  | Freelance Software Developer at BA Minds (Mar 2012 to Oct 2015)  | Web Developer at Gobierno de la Ciudad de Buenos Aires (Aug 2011 to Nov 2012),Not Provided,Information Systems Engineering at National Technological University (Jan 2013 to Dec 2021)  |  Computer Programming at Escuela Técnica Nº 35 - Ing. Eduardo Latzina (Jan 2007 to Jan 2012),30.0
121,Candidate 121,lead generator experienced in cold outreach and crm tools,Lead Mobile Engineer at Clevertech (Mar 2023 to Sep 2023)  | Engineer at Clevertech (Mar 2023 to Nov 2023)  | Senior Software Engineer at FabFitFun (Feb 2023 to N/A)  | Senior Software Engineer at HOVER (Oct 2021 to Jun 2022)  | Lead Mobile Engineer at Paway (Dec 2020 to Jun 2022)  | Senior Software Engineer at FabFitFun (Feb 2019 to Feb 2020)  | Lead Mobile Engineer at Viome (Aug 2018 to Mar 2023)  | Senior Mobile Engineer at Pen Pals (Jul 2018 to Feb 2019)  | Senior Software Architect at DSC Logistics (Feb 2018 to Sep 2019)  | Senior Software Engineer at Adistec (Nov 2016 to Feb 2018)  | Senior Software Engineer at JPMorgan Chase & Co. (Mar 2015 to Nov 2016)  | Software Engineer at The Walt Disney (Jan 2014 to Mar 2015),Not Provided,Engineer'S Degree Computer Science at National University of La Matanza (Mar 2012 to Dec 2019)  | Master Applied Economics at Universidad Argentina de la Empresa (N/A to Mar 2021),41.85
122,Candidate 122,lead generator experienced in cold outreach and crm tools,Engineer at Scotiabank Perú (Mar 2023 to N/A)  | Engineer at Indra (Aug 2022 to Feb 2023)  | Engineer at NTT DATA Europe & Latam (Nov 2020 to Aug 2022)  | Developer at ZnerG IT Consulting (Aug 2020 to Nov 2020)  | Developer at Indra (Nov 2018 to Aug 2020)  | Full Stack Developer at Corporativo Overall (Jan 2018 to Nov 2018)  | Full Stack Engineer at ALIGNET (Jan 2017 to Dec 2017)  | Full Stack Developer at Coolbox Perú (Oct 2016 to Dec 2016)  | Technical Assistant at Media Networks (Jan 2016 to Sep 2016)  | Assistant Technician at Financiera ProEmpresa (Jul 2013 to May 2016),Not Provided,Associate'S Degree Computer Technology at ISIL Aprende Haciendo (Mar 2009 to Jul 2011)  | High School Diploma High School/Secondary Certificate Programs at Colegio Bryce Arequipa (Mar 2003 to Dec 2005)  | Secondary Certificate  at Liceo Naval German Astete (Mar 1994 to Dec 2000),40.0
123,Candidate 123,lead generator experienced in cold outreach and crm tools,Senior Frontend Engineer at Nova Friburgo (Jan 2023 to Dec 2024)  | Senior Software Engineer at  (Jan 2021 to Dec 2022)  | Senior Full Stack Engineer at RG Sistemas (Jan 2020 to Dec 2021)  | Senior Full Stack Developer at  (Jan 2019 to Dec 2020)  | Technical Lead at  (Jan 2019 to Dec 2020)  | Android Developer at  (Jan 2018 to Dec 2019)  | Senior Front End Developer at  (Jan 2018 to Dec 2020)  | Developer at CREATORSNEVERDIE (Jan 2018 to Dec 2019)  | Senior Ios at  (Jan 2017 to Dec 2019)  | Robotics Teacher at New Fribourg (Jan 2016 to Dec 2017)  | Web Development Teacher at Rio de Janeiro (Jan 2015 to Dec 2019),Not Provided,Technician of Information Engineering Computer Science at Federal Center for Technological Education of Rio de Janeiro (Jan 2009 to Dec 2015),30.71
124,Candidate 124,lead generator experienced in cold outreach and crm tools,Software Engineer at Segmed (Nov 2021 to N/A)  | Back End Developer at BairesDev (Aug 2021 to Nov 2021)  | Back End Developer at Lumina Software (Jan 2021 to Aug 2021)  | Full Stack Engineer at Unión Mexicana del Norte (Jan 2014 to Jan 2021)  | System Analyst at IEST - RED DE UNIVERSIDADES ANÁHUAC (Oct 2012 to Dec 2013)  | Developer Junior at ObjectWave (Feb 2011 to Oct 2012),Not Provided,Master Finance at Universidad Anáhuac México Norte (Jan 2016 to Jan 2018)  | Bachelor Computer and Information Sciences at Instituto Tecnológico de Ciudad Madero (Jan 2007 to Jan 2012),21.0
125,Candidate 125,lead generator experienced in cold outreach and crm tools,"Developer at Svitla Systems (Oct 2023 to Jun 2024)  | Developer at InnovaWard (Mar 2023 to Jun 2023)  | Senior Developer and Product Owner at 3HBC (Jun 2022 to Mar 2023)  | Developer at Everbridge (Dec 2021 to May 2022)  | Lead Ios Developer at Davila Tax Services (Mar 2020 to Dec 2021)  | Senior Mobile Developer at VeraCitrus (Aug 2019 to Mar 2020)  | Senior Mobile Developer at Helpi (Oct 2018 to Aug 2019)  | Senior Web and Developer at InnovaWard (Jan 2017 to Oct 2018)  | Senior Ios Developer at HiMommy (Feb 2016 to Jan 2017)  | Software Manager and Lead Ios Developer at Interfactura, SAPI de CV (May 2014 to Feb 2016)  | Mobile Developer at Spactum (Jan 2005 to May 2014)  | Software Developer at TECNOLÓGICO DE MONTERREY (Jan 1998 to Jan 2005)",Not Provided,"Profesor Formación Y Desarrollo Profesional De Profesorado, Niveles Y Métodos Específicos at Monterrey Institute of Technology and Higher Education (Jan 1998 to Jan 2004)  |  Cursos Básico, Medio Y Avanzado De Administración De Proyectos, Gestión De Proyectos at Monterrey Institute of Technology and Higher Education (Jan 1998 to Jan 2004)  |  Maestría, Administración Y Gestión De Empresas, General at Monterrey Institute of Technology and Higher Education (Jan 1998 to Jan 2001)  | Bachelor Sistemas Inteligentes at Monterrey Institute of Technology and Higher Education (Jan 1995 to Jan 1997)  |  Ingeniero, Sistemas Electrónicos at Monterrey Institute of Technology and Higher Education (Jan 1993 to Jan 1997)",33.38
